0,1,2,3,4,5,6,7,8,9,10
0.4857009644368804,0.1420071483167733,0.5889974487510214,0.634675540121694,0.6404636903212665,0.5011033919881434,0.3109749408185173,0.4008598616992938,0.3906529634923065,0.31135252920982437,0.0
0.306783242294285,0.9175352498053156,0.6774708553906303,0.6284970676774363,0.8586681172929798,0.21910387167620216,0.7296322458620246,0.9077610206281944,0.3650774767923528,0.6337850542237079,1.0
0.42785116422743497,0.22781161690267293,0.4172583196843105,0.4498609370112412,0.26649266135053196,0.718773891170256,0.17131493864056835,0.5904878430848257,0.7237816466515381,0.8882058262043683,0.0
0.10933509173488631,0.8275914690697133,0.24479978532171942,0.735017152233158,0.2587896772465872,0.28508904391668033,0.9803346016841705,0.5781185688833164,0.29964691265963805,0.495540632753088,1.0
0.05442025582810739,0.38595106163305903,0.40301567895883206,0.04060997073042094,0.16784904778063847,0.8350633291242391,0.3974962115800873,0.943327102101164,0.9678587376877749,0.23700942810712056,0.0
0.32684411849458506,0.7440677741757428,0.5340156395803669,0.148412699610177,0.9380015563627253,0.2079742380946502,0.8783072418174028,0.21926640428793365,0.9990943332102217,0.6657983915099195,1.0
0.4179506406058763,0.689126725169162,0.7899643519685055,0.4079788011660965,0.8621501849574109,0.7599624267726384,0.2272143215506558,0.7712038009950212,0.7018652764098934,0.7518645088482638,1.0
0.7778706932584311,0.9066157262142651,0.28869341282502836,0.3168982387868312,0.6884259446367827,0.7002205516114847,0.8893581670974514,0.9275757594466546,0.963492157926052,0.14606980296871008,1.0
0.2951041362959992,0.07778368710906103,0.032434434418645464,0.8656440781536628,0.683119171359602,0.12936410226510042,0.05815019973506008,0.7466563718260626,0.361006108530756,0.6307725588380108,0.0
0.8176504022156985,0.23801465868571714,0.8891707758241304,0.6371490660134382,0.1006673305653476,0.5854067574220193,0.6218071581350374,0.5381391837715231,0.8722930433785686,0.3069933657439039,0.0
0.06301592841038384,0.9674071977537171,0.1316735396115133,0.7332741861194615,0.3809141737113372,0.550062919725874,0.23996212033238762,0.12020767661046061,0.34453029641569366,0.7602137841414225,1.0
0.055420640135539156,0.9022242206188873,0.25764013633700067,0.3106253207507754,0.8993210483602265,0.35841339231866665,0.27213130528773155,0.9507018088918151,0.46576084026555686,0.3734723335885505,0.0
0.8325807267267742,0.13678767432920313,0.5808800201268913,0.6936788296536073,0.08562668517812067,0.4541440749337602,0.3797647924517972,0.30864821537100795,0.43703552322098516,0.13062153086807204,0.0
0.5854994133338476,0.2863628400736511,0.0026624258143903567,0.8072189991700325,0.25128789463558443,0.4608272339526188,0.5881849240456322,0.028266928743946984,0.727362316198892,0.7564332835278366,1.0
0.9562398539792268,0.7263403648886901,0.521936208856662,0.9583370504915938,0.522306085768652,0.348418877548609,0.24497147577233058,0.8071045003625195,0.9265938955797023,0.3426021752480706,1.0
0.1214462281169908,0.1004135306280246,0.8194020652366734,0.813623943133175,0.3375521635679467,0.8189911012159269,0.8218344451125953,0.4215713903560707,0.5307434449703555,0.07713699546788,0.0
0.672025275234694,0.8424585237415125,0.7929324001262863,0.32328337907585714,0.3148707823665132,0.14699719336681327,0.32358928742270476,0.9184069120552734,0.7349062854867652,0.04181076839274789,0.0
