0,1,2,3,4,5,6,7,8,9,10
0.9373417685386892,0.651089094235692,0.5821154910562729,0.5020480016402518,0.8316217720421785,0.29714622745271213,0.6196232549010293,0.4430487112099666,0.9804801112509915,0.06445883261552754,1.0
0.2985176950990923,0.980437637418613,0.9915855900749846,0.02781805557055661,0.4544872726996736,0.3540595280588119,0.5779342218575692,0.0857441470750373,0.5491909738198403,0.9432005751324098,1.0
0.6229537819065548,0.02191024403551678,0.8598288025584835,0.23109272816669268,0.7138618648557452,0.7256760480255664,0.7208413422997734,0.31063408986904517,0.2957506123616185,0.6665440297210754,0.0
0.1617124493859018,0.3318378528212269,0.17530484898755716,0.4765481965603733,0.2704106561820685,0.666568600835591,0.5337607933661099,0.661614464294042,0.7842747953385549,0.7232738155603063,0.0
0.4734791151025649,0.08388963123990134,0.1671123880322869,0.4991554351800255,0.9173958385098052,0.5693042428543775,0.09656015481548053,0.045165046160091205,0.5532315397907362,0.4471783883727898,0.0
0.7022757062937167,0.8369414266230428,0.8609264939664253,0.39388176995019253,0.43869864129249025,0.01056109348976153,0.09587769140920122,0.3988026355932893,0.6908556084868178,0.7840204140563024,1.0
0.8826106259598481,0.2948135782552801,0.5546466575714235,0.4455618100898635,0.30181703032784835,0.13019811084253607,0.07937893747196012,0.36605527111867,0.6612344282719284,0.25924739304281375,0.0
0.6975547802346967,0.8152931709692882,0.25612532555290846,0.15394415603168865,0.18778936161160842,0.5529107049355775,0.09216432386329143,0.2246832044516185,0.9435776905578751,0.9406107133482189,0.0
0.5388429511245465,0.9664418779693095,0.618778117069579,0.6276439952886442,0.9821888397604961,0.8159252439959274,0.18555232189276594,0.7311195517742882,0.2972373037814703,0.9121597343931862,1.0
0.38254708758672595,0.9997870355453311,0.44257065556378206,0.05588085804888698,0.09103622462988792,0.431171737852731,0.9973996015353417,0.7657871674500804,0.15711195494121877,0.7530345300490477,1.0
0.9748277555034738,0.08444351914020143,0.5406849484447783,0.2298629569245546,0.4089752718232974,0.7288642048080202,0.47927167575019614,0.9695530656341481,0.024975487785672712,0.9367128971598828,1.0
0.7179953823764167,0.6558776494052028,0.7774374758789661,0.29807991606987216,0.968609749954735,0.026407936595610804,0.21293186229968242,0.2504321666363011,0.6858136082288608,0.6274641114416042,1.0
0.7425039321573833,0.09622354533144628,0.008631473486414576,0.4269073326290399,0.9827854255440978,0.2773247716885412,0.7348520868331725,0.32611114397982965,0.6745759238546379,0.26512054872092683,0.0
